Image_Size,PSNR_mean,PSNR_std,MSE_mean,MSE_std,MAE_mean,MAE_std,LPIPS_mean,LPIPS_std,Time_mean,Time_std,Memory_mean,Memory_std
1000x750,15.685642439999999,4.873261578627859,2696.3182770240005,2176.5468515310495,130.74863495,31.208093831019767,0.4784655457142857,0.20092494244326828,0.28067006,0.06335896655067265,1749.8934531999998,2.8198423405614754
250x188,15.353840583333334,3.8510637711253772,2557.503099116667,1758.8341141283333,130.14883297333333,28.122527460455686,0.36164011333333335,0.1466286258426879,0.017177110000000002,0.0034343453823846653,47.3597,2.5840254416154838
500x375,15.5554414,4.3480566174012445,2570.3691853325,1882.3599070661244,129.67100674999998,30.773212038440587,0.440819168,0.17388890306230664,0.03586947,0.004159153325258614,242.7177,2.763114651994068
